"CREATED_DATE","CREATED_USER","LAST_MODIFIED_DATE","last_modified_user","EVT_LOCATION_CODE","EVT_LOC_DESC","EVT_LOC_ADDR","REGISTRY_CODE","EVT_LOC_PCODE","EVT_LOCATION_HQ_CODE","JS_CODE","EVT_MAILBOX","SEATING_CAPACITY","EVT_LOC_RANK","EVT_PRIMARY_FLG","SECURITY_GUARD_AVAILABLE","VIDEO_CONF_AVAILABLE","Recording_equipment","VC_COMBINE_NOTIFY_FLAG","VC_SITE","VC_SITE_ADDRESS","VC_DIAL_IN_NUMBER","VC_CONTACT_PHONE","VC_CONTACT_EMAIL","DISPOSITION_TYPE","snap_code","ACTIVE_FROM","EXTERNAL_ID","IGNORE_CONFLICT","SEPARATE_DJ_CHAMBERS_FLAG","PRIVATE_DISCUSSION_ROOM_FLAG","WITNESS_ROOM_FLAG","PRIVATE_INTERIOR_ROOM_FLAG","EXTERNAL_VENUE_FLAG","OPENING_TIME","CLOSING_TIME","NO_OF_GALLERY_SEATS","ROOM_SIZE","SECURE_DOCK_SIZE","TYPE_ID","CLIENT_VALUE_1","LAYOUT_ID","INACTIVE_REASON","INACTIVE_DATE"
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","310","MKM Room 1","SILBURY BOULEVARD","TV","MK9 2DT","309","","","0","99","false","false","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","0","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","311","MKM Room 2","SILBURY BOULEVARD","TV","MK9 2DT","309","","","0","99","false","false","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","0","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","312","MKM Room 3","SILBURY BOULEVARD","TV","MK9 2DT","309","","","0","99","false","false","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","0","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","313","MKM Room 4","SILBURY BOULEVARD","TV","MK9 2DT","309","","","0","99","false","false","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","0","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","314","MKM Room 5","SILBURY BOULEVARD","TV","MK9 2DT","309","","","0","99","false","false","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","0","","","","","","",""
"29-07-2020 14:03","-84","21-10-2022 03:54","-84","315","Oxford and Southern Oxfordshire Magistrates' Court","SPEEDWELL STREET","TV","OX1 1RZ","","","","","","true","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","316","OSO Room 1","SPEEDWELL STREET","TV","OX1 1RZ","315","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","317","OSO Room 2","SPEEDWELL STREET","TV","OX1 1RZ","315","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","21-10-2022 03:54","-84","318","Oxford Combined Court Centre","ST ALDATES","TV","OX1 1TL","","","","","","true","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","319","OC Room 1","ST ALDATES","TV","OX1 1TL","318","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","320","OC Room 2","ST ALDATES","TV","OX1 1TL","318","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","321","OC Room 3","ST ALDATES","TV","OX1 1TL","318","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","322","OC Room 4","ST ALDATES","TV","OX1 1TL","318","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","323","OC Room 5","ST ALDATES","TV","OX1 1TL","318","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","324","OC Room 6","ST ALDATES","TV","OX1 1TL","318","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","325","OC Room 7","ST ALDATES","TV","OX1 1TL","318","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","326","OC Room 8","ST ALDATES","TV","OX1 1TL","318","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","21-10-2022 03:54","-84","327","Reading County Court and Family Court","FRIAR STREET","TV","RG1 1HE","","","","","","true","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","328","RCC Room 1","FRIAR STREET","TV","RG1 1HE","327","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","329","RCC Room 2","FRIAR STREET","TV","RG1 1HE","327","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","330","RCC Room 3","FRIAR STREET","TV","RG1 1HE","327","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","331","RCC Room 4","FRIAR STREET","TV","RG1 1HE","327","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","332","RCC Room 5","FRIAR STREET","TV","RG1 1HE","327","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","333","RCC Room 6","FRIAR STREET","TV","RG1 1HE","327","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","334","RCC Room 7","FRIAR STREET","TV","RG1 1HE","327","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","335","RCC Room 8","FRIAR STREET","TV","RG1 1HE","327","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","21-10-2022 03:54","-84","336","Slough County Court and Family Court","WINDSOR ROAD","TV","SL1 2HE","","","","","","true","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","337","SCC Room 1","WINDSOR ROAD","TV","SL1 2HE","336","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","338","SCC Room 2","WINDSOR ROAD","TV","SL1 2HE","336","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","339","SCC Room 3","WINDSOR ROAD","TV","SL1 2HE","336","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","340","SCC Room 4","WINDSOR ROAD","TV","SL1 2HE","336","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","341","SCC Room 5","WINDSOR ROAD","TV","SL1 2HE","336","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"29-07-2020 14:03","-84","18-10-2022 05:53","-100","342","SCC Room 6","WINDSOR ROAD","TV","SL1 2HE","336","","","","","false","true","true","true","true","","","","","","","","09-07-2018 00:00","","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","21-10-2022 03:54","-84","JM1","JMeter Court 1","1 Agency Drive","KNT","","","","","35","","true","true","true","false","false","","","","","","","","02-01-2020 00:00","JM1","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","18-10-2022 05:53","-100","JM1_1","Perf Test Room","1/1 Agency Drive","KNT","","JM1","","","35","99","false","false","true","false","false","","","","","","","","02-01-2020 00:00","JM1_1","false","false","false","false","false","false","","","0","","","","","","",""
"28-10-2020 22:02","-100","18-10-2022 05:53","-100","JM1_10","JMeter Court 1 Room 10","10/1 Agency Drive","KNT","","JM1","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM1_10","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","18-10-2022 05:53","-100","JM1_2","JMeter Court 1 Room 2","2/1 Agency Drive","KNT","","JM1","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM1_2","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","18-10-2022 05:53","-100","JM1_3","JMeter Court 1 Room 3","3/1 Agency Drive","KNT","","JM1","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM1_3","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","18-10-2022 05:53","-100","JM1_4","JMeter Court 1 Room 4","4/1 Agency Drive","KNT","","JM1","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM1_4","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","18-10-2022 05:53","-100","JM1_5","JMeter Court 1 Room 5","5/1 Agency Drive","KNT","","JM1","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM1_5","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","18-10-2022 05:53","-100","JM1_6","JMeter Court 1 Room 6","6/1 Agency Drive","KNT","","JM1","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM1_6","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","18-10-2022 05:53","-100","JM1_7","JMeter Court 1 Room 7","7/1 Agency Drive","KNT","","JM1","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM1_7","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","18-10-2022 05:53","-100","JM1_8","JMeter Court 1 Room 8","8/1 Agency Drive","KNT","","JM1","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM1_8","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","18-10-2022 05:53","-100","JM1_9","JMeter Court 1 Room 9","9/1 Agency Drive","KNT","","JM1","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM1_9","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","21-10-2022 03:54","-84","JM10","JMeter Court 10","10 Agency Drive","KNT","","","","","35","","true","true","true","false","false","","","","","","","","02-01-2020 00:00","JM10","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","18-10-2022 05:53","-100","JM10_1","JMeter Court 10 Room 1","1/10 Agency Drive","KNT","","JM10","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM10_1","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","18-10-2022 05:53","-100","JM10_10","JMeter Court 10 Room 10","10/10 Agency Drive","KNT","","JM10","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM10_10","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","18-10-2022 05:53","-100","JM10_2","JMeter Court 10 Room 2","2/10 Agency Drive","KNT","","JM10","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM10_2","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","18-10-2022 05:53","-100","JM10_3","JMeter Court 10 Room 3","3/10 Agency Drive","KNT","","JM10","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM10_3","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","18-10-2022 05:53","-100","JM10_4","JMeter Court 10 Room 4","4/10 Agency Drive","KNT","","JM10","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM10_4","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","18-10-2022 05:53","-100","JM10_5","JMeter Court 10 Room 5","5/10 Agency Drive","KNT","","JM10","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM10_5","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","18-10-2022 05:53","-100","JM10_6","JMeter Court 10 Room 6","6/10 Agency Drive","KNT","","JM10","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM10_6","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","18-10-2022 05:53","-100","JM10_7","JMeter Court 10 Room 7","7/10 Agency Drive","KNT","","JM10","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM10_7","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","18-10-2022 05:53","-100","JM10_8","JMeter Court 10 Room 8","8/10 Agency Drive","KNT","","JM10","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM10_8","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:02","-100","18-10-2022 05:53","-100","JM10_9","JMeter Court 10 Room 9","9/10 Agency Drive","KNT","","JM10","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM10_9","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:54","-84","JM100","JMeter Court 100","100 Agency Drive","KNT","","","","","35","","true","true","true","false","false","","","","","","","","02-01-2020 00:00","JM100","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM100_1","JMeter Court 100 Room 1","1/100 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM100_1","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM100_10","JMeter Court 100 Room 10","10/100 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM100_10","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM100_2","JMeter Court 100 Room 2","2/100 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM100_2","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM100_3","JMeter Court 100 Room 3","3/100 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM100_3","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM100_4","JMeter Court 100 Room 4","4/100 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM100_4","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM100_5","JMeter Court 100 Room 5","5/100 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM100_5","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM100_6","JMeter Court 100 Room 6","6/100 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM100_6","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM100_7","JMeter Court 100 Room 7","7/100 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM100_7","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM100_8","JMeter Court 100 Room 8","8/100 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM100_8","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM100_9","JMeter Court 100 Room 9","9/100 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM100_9","false","false","false","false","false","false","","","","","","","","","",""
"22-02-2021 01:51","-100","21-10-2022 03:54","-84","JM1000","JMeter Court 1000","1001 Agency Drive","KNT","","","","","35","","true","true","true","false","false","","","","","","","","03-09-2020 00:00","JM1000","false","false","false","false","false","false","","","","","","","","","",""
"22-02-2021 01:51","-100","21-10-2022 03:46","-84","JM1000_1","JMeter Court 1000 Room 1","1/1000 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","03-09-2020 00:00","JM1000_1","false","false","false","false","false","false","","","","","","","","","",""
"22-02-2021 01:51","-100","21-10-2022 03:46","-84","JM1000_2","JMeter Court 1000 Room 2","2/1000 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","03-09-2020 00:00","JM1000_2","false","false","false","false","false","false","","","","","","","","","",""
"22-02-2021 01:51","-100","21-10-2022 03:46","-84","JM1000_3","JMeter Court 1000 Room 3","3/1000 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","03-09-2020 00:00","JM1000_3","false","false","false","false","false","false","","","","","","","","","",""
"22-02-2021 01:51","-100","21-10-2022 03:46","-84","JM1000_4","JMeter Court 1000 Room 4","4/1000 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","03-09-2020 00:00","JM1000_4","false","false","false","false","false","false","","","","","","","","","",""
"22-02-2021 01:51","-100","21-10-2022 03:46","-84","JM1000_5","JMeter Court 1000 Room 5","5/1000 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","03-09-2020 00:00","JM1000_5","false","false","false","false","false","false","","","","","","","","","",""
"22-02-2021 01:51","-100","21-10-2022 03:46","-84","JM1000_6","JMeter Court 1000 Room 6","6/1000 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","03-09-2020 00:00","JM1000_6","false","false","false","false","false","false","","","","","","","","","",""
"22-02-2021 01:51","-100","21-10-2022 03:46","-84","JM1000_7","JMeter Court 1000 Room 7","7/1000 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","03-09-2020 00:00","JM1000_7","false","false","false","false","false","false","","","","","","","","","",""
"22-02-2021 01:51","-100","21-10-2022 03:46","-84","JM1000_8","JMeter Court 1000 Room 8","8/1000 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","03-09-2020 00:00","JM1000_8","false","false","false","false","false","false","","","","","","","","","",""
"22-02-2021 01:51","-100","21-10-2022 03:46","-84","JM1000_9","JMeter Court 1000 Room 9","9/1000 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","03-09-2020 00:00","JM1000_9","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:54","-84","JM101","JMeter Court 101","101 Agency Drive","KNT","","","","","35","","true","true","true","false","false","","","","","","","","02-01-2020 00:00","JM101","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM101_1","JMeter Court 101 Room 1","1/101 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM101_1","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM101_10","JMeter Court 101 Room 10","10/101 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM101_10","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM101_2","JMeter Court 101 Room 2","2/101 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM101_2","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM101_3","JMeter Court 101 Room 3","3/101 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM101_3","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM101_4","JMeter Court 101 Room 4","4/101 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM101_4","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM101_5","JMeter Court 101 Room 5","5/101 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM101_5","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM101_6","JMeter Court 101 Room 6","6/101 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM101_6","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM101_7","JMeter Court 101 Room 7","7/101 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM101_7","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM101_8","JMeter Court 101 Room 8","8/101 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM101_8","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM101_9","JMeter Court 101 Room 9","9/101 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM101_9","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:54","-84","JM102","JMeter Court 102","102 Agency Drive","KNT","","","","","35","","true","true","true","false","false","","","","","","","","02-01-2020 00:00","JM102","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM102_1","JMeter Court 102 Room 1","1/102 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM102_1","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM102_10","JMeter Court 102 Room 10","10/102 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM102_10","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM102_2","JMeter Court 102 Room 2","2/102 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM102_2","false","false","false","false","false","false","","","","","","","","","",""
"28-10-2020 22:05","-100","21-10-2022 03:46","-84","JM102_3","JMeter Court 102 Room 3","3/102 Agency Drive","TV","","309","","","35","","false","true","true","false","false","","","","","","","","02-01-2020 00:00","JM102_3","false","false","false","false","false","false","","","","","","","","","",""
